PassengerFirstName;PassengerSecondName;PassengerLastName;PassengerSex;PassengerBirthDate;PassengerDocument;BookingCode;TicketNumber;Baggage;FlightDate;FlightTime;FlightNumber;CodeShare;Destination
EDUARD;S.;SHIROKOV;Male;04/19/1993;2 119 816 401;Not presented;Not presented;Registered;28.02.2017;9:00;SU4599;Operated;Nogliki
PLATON;ALBERTOVICH;RAKOV;Male;12/17/1974;9 197 391 701;UQWKID;Not presented;Delayed;28.02.2017;9:00;SU4599;Operated;Nogliki
ADEL;F.;FILIPPOV;Male;11/18/1983;2 957 148 469;Not presented;Not presented;None;28.02.2017;9:00;SU4599;Operated;Nogliki
MIROSLAV;I.;GROMOV;Male;05.12.1974;2 456 752 243;Not presented;Not presented;Delayed;28.02.2017;9:00;SU4599;Operated;Nogliki
VIOLETTA;N.;MASLOVA;Female;05/19/1971;8 248 665 156;Not presented;Not presented;Registered;06.01.2017;16:30;SU6286;Own;Moscow
VLADISLAVA;V.;EREMINA;Female;10/29/1990;6 777 859 772;LNWIJK;9,4883E+15;None;06.01.2017;16:30;SU6286;Own;Moscow
IAROMIR;GRIGOREVICH;OKULOV;Male;06/29/1978;8 547 706 274;Not presented;8,38224E+15;Transit;06.01.2017;16:30;SU6286;Own;Moscow
ALLA;D.;RIABININA;Female;07/19/1979;91 032 084;MJDOKQ;Not presented;None;06.01.2017;16:30;SU6286;Own;Moscow
PETR;A.;LITVINOV;Male;04.06.1986;494 302 487;SPQDJT;9,91163E+15;Registered;06.01.2017;16:30;SU6286;Own;Moscow
EGOR;VLADEVICH;ISAEV;Male;08.04.1984;1 237 262 759;KJPYYW;3,244E+15;Registered;06.01.2017;16:30;SU6286;Own;Moscow
ARTEMII;ROSTISLAVOVICH;RAKOV;Male;09/22/1989;14 287 508;TBJLRK;Not presented;Transit;06.01.2017;16:30;SU6286;Own;Moscow
AGATA;D.;FEDOROVA;Female;11.04.1992;6 865 319 637;Not presented;Not presented;None;06.01.2017;16:30;SU6286;Own;Moscow
NATASHA;D.;TIKHOMIROVA;Female;01/22/1990;7 637 045 134;NSUCKM;6,67101E+15;None;06.01.2017;16:30;SU6286;Own;Moscow
SVIATOGOR;ARTUROVICH;ANANEV;Male;04/26/1997;4 002 262 543;IVKKQO;Not presented;Delayed;06.01.2017;16:30;SU6286;Own;Moscow
ESENIIA;ILDAROVNA;ABRAMOVA;Female;11/22/1990;7 026 932 549;Not presented;Not presented;Transit;06.01.2017;16:30;SU6286;Own;Moscow
MARK;I.;MALAKHOV;Male;05.01.1983;7 039 733 246;IQHIWK;2,71593E+15;Delayed;06.01.2017;16:30;SU6286;Own;Moscow
KIRA;ANDREEVNA;CHIZHOVA;Female;09/27/1990;8 225 053 765;Not presented;7,03906E+14;Transit;06.01.2017;16:30;SU6286;Own;Moscow
MILANA;B.;ELIZAROVA;Female;03/23/1998;7 622 918 128;QLJSXW;Not presented;Transit;24.06.2017;22:15;SU1484;Own;Krasnoyarsk
KSENIIA;ZAKHAROVNA;POLIKARPOVA;Female;02.10.1993;2 254 891 320;Not presented;3,21473E+15;Delayed;24.06.2017;22:15;SU1484;Own;Krasnoyarsk
VIOLETTA;MIKHAILOVNA;SHISHKINA;Female;08/18/1971;5 030 725 996;Not presented;3,19475E+15;Delayed;26.07.2017;10:55;SU5612;Own;Magadan
VITALINA;VLADEVNA;EGOROVA;Female;03/22/1983;9 216 244 767;LHJIBG;Not presented;Registered;10.02.2017;2:50;SU1335;Own;Moscow
VALERIIA;A.;SMIRNOVA;Female;12.07.1975;8 601 651 562;Not presented;3,14237E+15;Delayed;10.02.2017;2:50;SU1335;Own;Moscow
IAROMIR;IAROSLAVOVICH;NIKOLSKII;Male;02.08.1991;4 161 563 066;Not presented;1,32293E+15;Delayed;02.02.2017;12:35;SU1371;Own;Moscow
KIRA;M.;LEONTEVA;Female;11.06.1973;4 527 475 663;XLKHKP;7,40184E+15;Transit;02.02.2017;12:35;SU1371;Own;Moscow
OKSANA;SVIATOSLAVOVNA;TITOVA;Female;09/19/1994;5 948 481 894;Not presented;Not presented;Registered;02.02.2017;12:35;SU1371;Own;Moscow
DAVID;DENISOVICH;ARKHIPOV;Male;10.11.1977;2 671 607 187;OZAQPZ;Not presented;Delayed;02.02.2017;12:35;SU1371;Own;Moscow
RINAT;EDUARDOVICH;GORIACHEV;Male;04.11.1988;1 544 484 128;Not presented;Not presented;None;02.02.2017;12:35;SU1371;Own;Moscow
GERMAN;R.;BEZRUKOV;Male;03/22/1978;2 432 487 686;Not presented;1,47899E+15;None;02.02.2017;12:35;SU1371;Own;Moscow
MAKAR;ILICH;FROLOV;Male;09/17/1977;727 100 652;Not presented;Not presented;None;02.02.2017;12:35;SU1371;Own;Moscow
DMITRII;PLATONOVICH;ZAKHAROV;Male;09/15/1973;8 407 105 536;Not presented;Not presented;None;02.02.2017;12:35;SU1371;Own;Moscow
PETR;R.;BOBROV;Male;05/24/1986;5 425 444 990;NKQIID;Not presented;Registered;02.02.2017;12:35;SU1371;Own;Moscow
MARAT;TAMERLANOVICH;MASLENNIKOV;Male;06/18/1999;1 249 137 079;Not presented;7,64166E+15;Transit;09.01.2017;9:30;SU1134;Own;Sochi
SOFIIA;SVIATOGOROVNA;FEDOSEEVA;Female;02/25/1987;9 229 621 284;SFFTFL;Not presented;Delayed;09.01.2017;9:30;SU1134;Own;Sochi
GLEB;M.;GUBANOV;Male;05/19/1977;9 651 115 076;AIEAHD;Not presented;Transit;09.01.2017;9:30;SU1134;Own;Sochi
ANASTASIIA;I.;ZELENINA;Female;05/22/1976;9 355 178 148;Not presented;Not presented;Registered;14.05.2017;6:25;SU1230;Own;Ufa
ESENIIA;ANTONOVNA;KOTOVA;Female;09.09.1987;9 196 460 478;Not presented;9,67405E+15;Delayed;04.03.2017;13:25;SU1212;Own;Samara
IASMINA;IANOVNA;ODINTSOVA;Female;01/29/1992;9 781 914 052;Not presented;5,86356E+15;Delayed;16.10.2017;12:35;SU1124;Own;Sochi
VASILII;L.;POPOV;Male;12/26/1992;2 632 086 503;HGIMHE;Not presented;Delayed;18.04.2017;17:55;SU1143;Own;Moscow
TIKHON;D.;FILIMONOV;Male;02/22/1996;8 662 021 782;Not presented;8,45864E+15;Transit;08.01.2017;11:40;SU5627;Own;Khabarovsk
SAVELII;ROSTISLAVOVICH;ROGOV;Male;11.11.1995;8 775 169 530;Not presented;5,74993E+15;Registered;08.01.2017;11:40;SU5627;Own;Khabarovsk
ELENA;ODISSEEVNA;EROFEEVA;Female;09/19/1979;6 059 626 199;KKOZCT;Not presented;None;16.06.2017;15:40;SU1121;Own;Moscow
ARSEN;DAMIROVICH;LARIN;Male;11.11.1978;2 637 442 781;Not presented;Not presented;None;10.04.2017;16:00;SU1157;Own;Moscow
SERGEI;SAVVOVICH;DUBOV;Male;11/18/1998;1 936 727 798;OPLOYY;Not presented;Registered;22.08.2017;7:15;SU1276;Own;Kazan
SNEZHANA;E.;PLATONOVA;Female;12/28/1992;4 027 885 150;Not presented;Not presented;Transit;22.08.2017;7:15;SU1276;Own;Kazan
LILIIA;A.;ALEKSEEVA;Female;01/24/1990;3 000 398 914;Not presented;Not presented;None;16.03.2017;10:40;SU1537;Own;Moscow
IASMINA;P.;SERGEEVA;Female;08/28/1970;5 084 486 336;Not presented;7,56676E+15;Registered;16.03.2017;10:40;SU1537;Own;Moscow
DEMID;I.;SOBOLEV;Male;05/27/1996;6 566 222 714;Not presented;3,79128E+15;Registered;16.03.2017;10:40;SU1537;Own;Moscow
SERGEI;MIRONOVICH;SOBOLEV;Male;07.11.1994;2 082 642 956;Not presented;Not presented;Registered;16.03.2017;10:40;SU1537;Own;Moscow
PAVEL;T.;FIRSOV;Male;10.12.1977;1 676 706 778;Not presented;3,47135E+15;Transit;05.03.2017;7:00;SU1279;Own;Moscow
IGNAT;B.;KALACHEV;Male;06/23/1975;9 297 689 788;SWWLXW;Not presented;None;09.03.2017;11:15;SU1411;Own;Moscow
SABINA;M.;ARTAMONOVA;Female;03/27/1999;8 535 415 784;Not presented;Not presented;Transit;09.03.2017;11:15;SU1411;Own;Moscow
MARINA;VIKTOROVNA;EVSEEVA;Female;05.07.1972;2 124 203 056;Not presented;9,00484E+15;Transit;24.04.2017;7:30;SU1109;Own;Moscow
NELLI;LEONIDOVNA;VLASOVA;Female;02/25/1980;2 441 166 340;NWEJEG;8,62986E+15;None;01.04.2017;18:10;SU1168;Own;Rostov
MELANIIA;DAMIROVNA;ZELENINA;Female;04/30/1999;8 961 688 652;Not presented;Not presented;None;15.07.2017;16:00;SU1005;Own;Moscow
IAROMIR;MIROSLAVOVICH;BALASHOV;Male;12/26/1972;526 293 376;HEHTIV;5,94504E+15;Registered;08.01.2017;6:05;SU1217;Own;Moscow
POLINA;MATVEEVNA;SUKHANOVA;Female;07/19/1972;1 814 298 222;GWJWND;1,88436E+15;Delayed;08.01.2017;6:05;SU1217;Own;Moscow
ELVIRA;SAVVOVNA;IAKOVLEVA;Female;09.10.1998;8 213 372 081;WWPSMN;Not presented;Registered;08.01.2017;6:05;SU1217;Own;Moscow
KAMILLA;IVANOVNA;ULIANOVA;Female;01/19/1982;6 646 181 720;Not presented;Not presented;Registered;08.01.2017;6:05;SU1217;Own;Moscow
ZLATA;M.;EGOROVA;Female;10/17/1986;3 088 460 636;WSQDUY;Not presented;Registered;08.01.2017;6:05;SU1217;Own;Moscow
ELMIRA;FEDOROVNA;GERASIMOVA;Female;02/14/1976;4 492 844 999;RFIWSW;5,74912E+15;Transit;08.01.2017;6:05;SU1217;Own;Moscow
ELVIRA;DANILOVNA;GOLOVANOVA;Female;10.07.1984;9 325 416 930;JSRBBX;Not presented;Delayed;08.01.2017;6:05;SU1217;Own;Moscow
VLADA;MAKAREVNA;MALAKHOVA;Female;11.12.1987;253 447 332;Not presented;5,735E+15;Transit;08.01.2017;6:05;SU1217;Own;Moscow
NAZAR;IANOVICH;PAKHOMOV;Male;02.05.1997;3 163 431 667;Not presented;Not presented;Transit;08.01.2017;6:05;SU1217;Own;Moscow
AMIR;EMILEVICH;SYCHEV;Male;10/18/1987;9 539 515 805;Not presented;3,6507E+15;Transit;08.01.2017;6:05;SU1217;Own;Moscow
EGOR;E.;RUMIANTSEV;Male;04.01.1972;7 536 277 407;ENODVA;9,76449E+15;Registered;08.01.2017;6:05;SU1217;Own;Moscow
VERA;A.;SNEGIREVA;Female;12/21/1998;4 343 974 376;BAVFUU;Not presented;Transit;08.01.2017;6:05;SU1217;Own;Moscow
VIOLETTA;T.;RODIONOVA;Female;10/27/1983;857 004 590;Not presented;Not presented;None;06.04.2017;0:00;SU1638;Own;Omsk
SOFIIA;A.;SAKHAROVA;Female;12.07.1985;2 091 679 658;Not presented;Not presented;Delayed;30.01.2017;18:20;SU1183;Own;Moscow
NIKA;K.;LARIONOVA;Female;04/14/1985;4 288 661 679;VPPQDN;Not presented;Delayed;30.01.2017;18:20;SU1183;Own;Moscow
ILIA;V.;USOV;Male;01/14/1985;8 269 212 723;KOIUEZ;Not presented;Delayed;30.01.2017;18:20;SU1183;Own;Moscow
VIOLETTA;ILDAROVNA;SUBBOTINA;Female;01.05.1998;9 127 344 333;ILMSON;Not presented;None;30.01.2017;18:20;SU1183;Own;Moscow
EMIL;L.;KASIANOV;Male;08.11.1975;4 055 573 903;Not presented;Not presented;None;30.01.2017;18:20;SU1183;Own;Moscow
NELLI;ROMANOVNA;LEVINA;Female;01/18/1970;9 754 150 511;EVZXYG;Not presented;Transit;30.01.2017;18:20;SU1183;Own;Moscow
ANTONINA;EGOROVNA;PROKHOROVA;Female;02.03.1972;1 388 681 062;VZAWHU;9,6601E+15;None;04.03.2017;7:20;SU1546;Own;Anapa
SEMEN;V.;KIREEV;Male;08/17/1992;5 220 087 185;Not presented;9,10687E+15;Registered;04.03.2017;7:20;SU1546;Own;Anapa
ALIIA;LEONIDOVNA;BIRIUKOVA;Female;11/15/1992;9 902 848 541;HNONJV;Not presented;Delayed;06.05.2017;6:20;SU1429;Own;Moscow
EMIL;NIKITICH;DOBRYNIN;Male;06.05.1998;9 071 125 153;PPGPQA;Not presented;None;06.05.2017;6:20;SU1429;Own;Moscow
RADMIR;RODIONOVICH;GALKIN;Male;04.05.1990;443 548 395;Not presented;Not presented;Delayed;16.02.2017;6:05;SU1356;Own;Saratov
DANIIL;G.;RAKOV;Male;04.12.1970;2 833 087 439;BYDHXB;9,01136E+15;Registered;27.03.2017;12:45;SU6184;Own;Moscow
KAMILLA;TIMOFEEVNA;GRIGOREVA;Female;12/27/2000;1 230 323 483;PCBAEP;4,97762E+15;Registered;06.07.2017;14:55;SU1189;Own;Moscow
VERA;A.;IASHINA;Female;06.04.1989;2 288 927 450;Not presented;4,32043E+15;None;18.06.2017;13:10;SU1156;Own;Rostov
SERGEI;SAMIROVICH;PANOV;Male;02/14/1992;8 003 198 362;Not presented;Not presented;None;12.04.2017;14:00;SU1643;Own;Moscow
LILIIA;ANATOLEVNA;TROITSKAIA;Female;09/29/1990;5 973 470 390;Not presented;4,31899E+15;Delayed;06.03.2017;8:00;SU5603;Own;Vladivostok
LILIIA;GEORGIEVNA;SHUBINA;Female;03/26/1995;3 427 821 494;Not presented;8,05392E+15;Registered;06.03.2017;8:00;SU5603;Own;Vladivostok
NIKITA;R.;TOLKACHEV;Male;01/13/1979;1 795 520 260;Not presented;8,61803E+15;Registered;06.03.2017;8:00;SU5603;Own;Vladivostok
LEV;E.;ROZHKOV;Male;04.11.1974;5 949 861 963;Not presented;Not presented;Delayed;05.05.2017;3:50;SU1009;Own;Moscow
SAMIRA;IAROMIROVNA;MAKEEVA;Female;02/24/1991;6 658 002 783;Not presented;Not presented;Delayed;16.03.2017;9:55;SU1443;Own;Moscow
RAMIL;D.;LOGINOV;Male;11.05.1998;213 604 722;RKCMVE;7,50288E+14;Registered;16.03.2017;9:55;SU1443;Own;Moscow
IRINA;A.;DOROFEEVA;Female;04.03.1979;560 120 960;Not presented;2,6304E+15;None;11.09.2017;11:05;SU6180;Own;Moscow
ANZHELIKA;MIKHAILOVNA;STARIKOVA;Female;11.09.1982;9 375 707 236;Not presented;Not presented;Delayed;11.09.2017;11:05;SU6180;Own;Moscow
ANASTASIIA;KONSTANTINOVNA;ORLOVA;Female;06.07.1977;9 163 512 010;ZYSCMD;Not presented;Transit;15.04.2017;9:05;SU1485;Own;Moscow
ALEKSANDRA;G.;SEREBRIAKOVA;Female;09/23/1997;4 981 763 671;Not presented;Not presented;None;15.04.2017;9:05;SU1485;Own;Moscow
NADEZHDA;A.;DOBRYNINA;Female;01/30/1995;7 188 140 269;Not presented;3,49092E+15;Delayed;15.04.2017;9:05;SU1485;Own;Moscow
TIKHON;RUSLANOVICH;BOBROV;Male;12/21/1984;3 082 168 198;Not presented;Not presented;Transit;14.06.2017;16:00;SU1730;Own;Petropavlovsk
NADEZHDA;DANIILOVNA;TRETIAKOVA;Female;06/27/1984;1 242 762 515;Not presented;Not presented;Delayed;15.12.2017;10:50;SU1277;Own;Moscow
PETR;ALBERTOVICH;VORONOV;Male;07.05.1988;4 696 403 442;MOVUGA;Not presented;Transit;17.03.2017;8:30;SU1639;Own;Moscow
RUSLAN;E.;TEREKHOV;Male;03/26/1970;7 772 334 828;Not presented;8,65066E+15;Delayed;17.03.2017;8:30;SU1639;Own;Moscow
IULIANA;T.;DEMINA;Female;11/25/1974;3 800 333 581;RMAYGG;1,59411E+15;None;16.07.2017;22:10;SU1415;Own;Moscow
ANZHELIKA;VSEVOLODOVNA;SEMENOVA;Female;05/27/1993;2 261 675 628;Not presented;Not presented;None;04.05.2017;22:10;SU1415;Own;Moscow
NIKOLAI;DANIILOVICH;ARTAMONOV;Male;12.06.1995;7 301 416 373;PGXWSC;6,91064E+15;Delayed;04.05.2017;22:10;SU1415;Own;Moscow
DIANA;MAKAREVNA;BALASHOVA;Female;02/21/1996;5 458 944 561;Not presented;Not presented;None;04.05.2017;22:10;SU1415;Own;Moscow
AMALIIA;V.;GORBUNOVA;Female;07.09.1998;990 790 461;Not presented;Not presented;Transit;04.05.2017;22:10;SU1415;Own;Moscow
ALISA;MIROSLAVOVNA;CHERNAIA;Female;04.04.1970;1 550 598 165;Not presented;Not presented;Registered;11.03.2017;10:50;SU1277;Own;Moscow
IRINA;D.;POKROVSKIIA;Female;12/18/1972;7 552 378 190;FMTGPX;Not presented;Transit;11.03.2017;10:50;SU1277;Own;Moscow
PETR;ALEKSEEVICH;EFREMOV;Male;06.08.1992;1 367 209 053;Not presented;2,44354E+15;None;11.08.2017;10:20;SU4601;Operated;Komsomolsk
EMILIIA;V.;PETROVA;Female;06.04.1993;3 333 678 287;Not presented;Not presented;None;11.08.2017;10:20;SU4601;Operated;Komsomolsk
RADMIR;IANOVICH;KLIMOV;Male;05/30/1978;6 096 934 457;Not presented;2,48879E+15;Transit;21.01.2017;17:40;SU1253;Own;Moscow
MIROSLAV;TIMUROVICH;SHEVTSOV;Male;01/15/1993;8 062 336 992;UGUWFR;Not presented;Transit;21.01.2017;17:40;SU1253;Own;Moscow
IASMINA;RUSLANOVNA;GREKOVA;Female;01/17/1980;2 093 879 468;LKCYUT;3,25199E+15;Registered;21.01.2017;17:40;SU1253;Own;Moscow
BOGDAN;M.;SUDAKOV;Male;01/20/1985;1 621 845 600;Not presented;Not presented;Registered;21.01.2017;17:40;SU1253;Own;Moscow
KIRA;VALEREVNA;BOLSHAKOVA;Female;02.05.2000;9 077 860 503;Not presented;Not presented;Transit;06.06.2017;6:55;SU1451;Own;Moscow
ALBINA;R.;KNIAZEVA;Female;07/20/1980;2 743 562 238;MKGNXS;9,09E+15;Registered;10.01.2017;17:25;SU1403;Own;Moscow
ALEKSANDR;VLADISLAVOVICH;GUROV;Male;07.09.1994;3 542 349 342;Not presented;Not presented;Registered;10.01.2017;17:25;SU1403;Own;Moscow
DAVID;DANILOVICH;KOLTSOV;Male;01/13/1975;4 561 279 121;POYUMM;Not presented;None;10.01.2017;17:25;SU1403;Own;Moscow
ZLATA;ELISEEVNA;ZUBOVA;Female;07.09.1979;6 979 756 267;Not presented;Not presented;Registered;10.01.2017;17:25;SU1403;Own;Moscow
VIKTOR;G.;SAVIN;Male;01/20/1974;7 294 744 915;TLMRLU;8,20825E+15;None;10.01.2017;17:25;SU1403;Own;Moscow
ANTONINA;AMIROVNA;BESPALOVA;Female;10.12.1995;6 713 700 854;JESOVD;Not presented;Registered;10.01.2017;17:25;SU1403;Own;Moscow
SOFIA;D.;MARKELOVA;Female;06.12.1984;8 042 828 023;UXJJWM;Not presented;Delayed;10.01.2017;17:25;SU1403;Own;Moscow
GEORGII;MATVEICH;FILIMONOV;Male;01.03.1974;4 820 865 551;Not presented;7,61112E+13;None;10.01.2017;17:25;SU1403;Own;Moscow
ARIANA;L.;SNEGIREVA;Female;03.04.1974;9 044 421 152;MYJMYS;Not presented;Registered;01.03.2017;20:20;SU5624;Own;Yuzhno
MARINA;I.;SUDAKOVA;Female;04/15/1994;7 621 677 610;DKPMPX;Not presented;Transit;01.03.2017;20:20;SU5624;Own;Yuzhno
INNA;DENISOVNA;DEMINA;Female;08.01.1997;5 814 188 518;Not presented;Not presented;Transit;01.03.2017;20:20;SU5624;Own;Yuzhno
VASILISA;R.;EROFEEVA;Female;09/19/1977;5 787 329 130;Not presented;Not presented;None;31.07.2017;14:20;SU4605;Operated;Okha
MAKSIM;FEDOROVICH;KOROVIN;Male;12/19/1983;6 646 304 904;Not presented;6,53248E+15;Delayed;31.07.2017;14:20;SU4605;Operated;Okha
SVETLANA;GORDEEVNA;KUZNETSOVA;Female;08/17/1996;7 844 212 836;Not presented;6,20368E+15;Registered;28.03.2017;12:35;SU1759;Own;Moscow
DARIA;RODIONOVNA;CHERNOVA;Female;04.10.1979;9 159 271 347;ATALTB;Not presented;None;29.04.2017;14:45;SU1192;Own;Kazan
ELENA;SVIATOSLAVOVNA;GORDEEVA;Female;06.12.1979;3 071 734 649;Not presented;3,1591E+15;Transit;07.10.2017;14:10;SU6178;Own;Moscow
MARIIA;KIRILLOVNA;BLOKHINA;Female;01/18/1992;3 683 468 298;Not presented;Not presented;Transit;22.01.2017;9:20;SU6292;Own;Moscow
TAISIIA;A.;GORSHKOVA;Female;10.11.1986;4 959 637 532;VVSMJV;7,77107E+15;None;22.01.2017;9:20;SU6292;Own;Moscow
KIRILL;RUSLANOVICH;SIMONOV;Male;08/23/2000;9 217 074 991;HWJUOV;8,14683E+15;Delayed;08.09.2017;20:55;SU1056;Own;Makhachkala
SERGEI;S.;ZHURAVLEV;Male;09.10.1971;9 644 171 612;DWHCKE;Not presented;Delayed;10.04.2017;5:55;SU1602;Own;Samara
MILENA;D.;MIKHAILOVA;Female;10/25/1988;6 176 292 024;Not presented;1,47199E+15;Transit;10.04.2017;5:55;SU1602;Own;Samara
MATVEI;DANILOVICH;KALASHNIKOV;Male;10/25/1983;6 478 400 366;Not presented;Not presented;Delayed;04.05.2017;6:20;SU6179;Own;Sochi
KONSTANTIN;ARSENEVICH;SOMOV;Male;12/19/1999;5 764 659 799;YIAFXN;Not presented;Delayed;08.04.2017;21:40;SU1164;Own;Rostov
ANTONINA;SERGEEVNA;SKVORTSOVA;Female;11/28/1975;6 880 244 690;ONDJUI;2,80791E+15;None;12.02.2017;0:40;SU1512;Own;Surgut
LILIIA;V.;RYZHOVA;Female;02.04.1982;7 779 068 003;HASCFQ;Not presented;Transit;12.02.2017;0:40;SU1512;Own;Surgut
ARSEN;A.;KOZYREV;Male;06.03.1976;7 054 734 091;QTALDF;Not presented;Registered;12.02.2017;0:40;SU1512;Own;Surgut
ARIANA;P.;KOSHELEVA;Female;08/13/2000;8 345 759 921;Not presented;Not presented;Delayed;22.02.2017;0:20;SU1234;Own;Ufa
GORDEI;DANILOVICH;BESSONOV;Male;08.07.1982;6 147 434 435;WAJHGI;1,92439E+15;Registered;22.02.2017;0:20;SU1234;Own;Ufa
ALINA;I.;SHILOVA;Female;05.12.1983;9 773 066 456;MIOGTL;Not presented;None;22.02.2017;0:20;SU1234;Own;Ufa
ESENIIA;G.;BELIAKOVA;Female;06.11.1994;2 673 918 184;Not presented;Not presented;Delayed;06.06.2017;19:10;SU1161;Own;Moscow
BOGDAN;M.;SHIROKOV;Male;08/25/1991;6 163 014 449;PBZRKQ;4,87848E+15;Registered;09.06.2017;7:30;SU1254;Own;Nizhnekamsk
ALENA;VLADEVNA;OLEINIKOVA;Female;05.03.1983;9 920 193 651;Not presented;Not presented;Transit;26.03.2017;21:00;SU1169;Own;Moscow
DMITRII;P.;MALYSHEV;Male;07/22/1978;5 597 328 412;FESMRS;1,24968E+15;Transit;02.04.2017;16:40;SU1465;Own;Moscow
ADELINA;L.;PETROVSKAIA;Female;12/22/1992;2 311 579 510;Not presented;9,78086E+15;Registered;23.04.2017;21:25;SU1530;Own;Tomsk
EVGENII;IGNATOVICH;DEMENTEV;Male;10.06.1983;6 511 216 489;MNGQCK;Not presented;Registered;18.02.2017;12:20;SU1191;Own;Moscow
KRISTINA;DANILOVNA;ZHURAVLEVA;Female;05/23/1975;4 806 210 668;Not presented;Not presented;Delayed;18.02.2017;12:20;SU1191;Own;Moscow
SAMIRA;ODISSEEVNA;DRUZHININA;Female;01/29/1998;9 932 327 215;Not presented;Not presented;None;18.02.2017;12:20;SU1191;Own;Moscow
ANASTASIIA;D.;PONOMAREVA;Female;04/21/1992;908 387 875;CKCNVD;6,53718E+15;Transit;18.02.2017;12:20;SU1191;Own;Moscow
VIACHESLAV;BORISOVICH;FEDOROV;Male;10/30/1985;915 926 763;Not presented;6,3071E+15;None;18.02.2017;12:20;SU1191;Own;Moscow
NATASHA;VASILEVNA;ASTAKHOVA;Female;12/15/1982;6 937 623 065;MXCMZV;Not presented;Registered;18.02.2017;12:20;SU1191;Own;Moscow
EVGENIIA;SVIATOSLAVOVNA;PIROGOVA;Female;07/17/1983;4 132 146 929;Not presented;7,00153E+15;Transit;18.02.2017;12:20;SU1191;Own;Moscow
ELVIRA;G.;SHESTAKOVA;Female;03/22/1985;385 431 334;Not presented;2,9416E+15;Transit;05.05.2017;7:15;SU6172;Own;Moscow
ALEKSANDR;A.;KUPRIIANOV;Male;06/18/1983;2 249 612 647;KUNWAH;4,38261E+15;Registered;13.12.2017;18:10;SU1168;Own;Rostov
MARIIA;D.;SHULGINA;Female;12.05.1997;3 648 721 373;JZRZYD;3,40176E+15;Delayed;04.01.2017;21:10;SU1337;Own;Moscow
SOFIIA;SAVVOVNA;FEDOTOVA;Female;09/28/1985;7 282 708 051;Not presented;Not presented;Transit;04.01.2017;21:10;SU1337;Own;Moscow
ALISA;A.;NOSKOVA;Female;06.08.1988;4 443 924 279;Not presented;Not presented;Delayed;04.01.2017;21:10;SU1337;Own;Moscow
KAMILLA;MAKSIMOVNA;DOROFEEVA;Female;11.11.1988;7 040 176 264;Not presented;3,33719E+13;Transit;04.01.2017;21:10;SU1337;Own;Moscow
IAN;DMITRIEVICH;KARTASHOV;Male;03/26/1970;5 302 629 133;Not presented;4,72408E+15;Transit;04.01.2017;21:10;SU1337;Own;Moscow
DENIS;ROMANOVICH;SHMELEV;Male;07.09.1994;4 003 321 330;Not presented;Not presented;Delayed;04.01.2017;21:10;SU1337;Own;Moscow
KONSTANTIN;VLADEVICH;DEMIN;Male;08/17/1977;8 238 564 036;Not presented;Not presented;Delayed;04.01.2017;21:10;SU1337;Own;Moscow
MAIIA;P.;KOSHELEVA;Female;07.06.1994;1 520 297 376;Not presented;Not presented;Transit;04.01.2017;21:10;SU1337;Own;Moscow
DAMIR;TIMOFEEVICH;KORNILOV;Male;06.07.1991;107 083 691;Not presented;7,04272E+15;Registered;12.07.2017;17:30;SU5629;Own;Khabarovsk
VASILII;MARATOVICH;MAKAROV;Male;06.09.1970;6 723 247 259;Not presented;Not presented;Registered;26.07.2017;3:00;SU5616;Own;Petropavlovsk
EMILIIA;M.;GRISHINA;Female;02.02.1996;4 297 040 986;ABJOGI;Not presented;Registered;01.05.2017;20:25;SU1406;Own;Yekaterinburg
ADELINA;VIKTOROVNA;STARIKOVA;Female;08.02.1974;8 621 990 030;XPEONN;5,31251E+15;Delayed;01.05.2017;20:25;SU1406;Own;Yekaterinburg
ILDAR;ANDREEVICH;SUKHAREV;Male;11/26/1995;9 140 679 671;Not presented;7,36079E+15;Delayed;01.05.2017;20:25;SU1406;Own;Yekaterinburg
IAROMIR;S.;POKROVSKII;Male;08.08.1995;6 273 669 260;Not presented;Not presented;Transit;06.02.2017;21:40;SU5652;Own;Irkutsk
MAKAR;PETROVICH;KUZNETSOV;Male;04.08.1979;8 512 852 633;IWSYBH;6,63875E+14;Transit;06.02.2017;21:40;SU5652;Own;Irkutsk
TAMERLAN;DAVIDOVICH;SOFRONOV;Male;06/30/1980;1 958 458 558;Not presented;7,89685E+15;Transit;06.02.2017;21:40;SU5652;Own;Irkutsk
SNEZHANA;S.;LOGINOVA;Female;02/22/1992;9 424 545 477;Not presented;8,39032E+15;Transit;06.02.2017;21:40;SU5652;Own;Irkutsk
IRINA;A.;KARPOVA;Female;05/31/1997;1 424 306 641;Not presented;Not presented;None;06.02.2017;21:40;SU5652;Own;Irkutsk
KRISTINA;T.;KOCHETKOVA;Female;01/26/1986;7 678 706 395;CVSOPE;Not presented;Delayed;06.02.2017;21:40;SU5652;Own;Irkutsk
ADEL;V.;CHERNOV;Male;01/19/1984;6 440 928 797;MUXTFD;Not presented;Registered;06.02.2017;21:40;SU5652;Own;Irkutsk
MIRON;AMIROVICH;GREKOV;Male;12/18/1979;8 350 647 518;GZHFZY;2,96054E+15;Transit;11.03.2017;1:55;SU1165;Own;Moscow
GLEB;S.;SHULGIN;Male;01/19/1994;1 930 782 980;HHUHLN;Not presented;Registered;11.03.2017;1:55;SU1165;Own;Moscow
